pubmed_id,author_rank,affiliation
37741814,6,"Inner Mongolia Key Laboratory of Dairy Biotechnology and Engineering, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741814,6,"Key Laboratory of Dairy Products Processing, Ministry of Agriculture and Rural Affairs, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741814,6,"Key Laboratory of Dairy Biotechnology and Engineering, Ministry of Education, Inner Mongolia Agricultural University, Hohhot, Inner Mongolia, China. hepingdd@vip.sina.com."
37741819,0,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India."
37741819,1,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India. jaya.gju@gmail.com."
37741819,2,"Department of Pharmacology, Saveetha Dental College and Hospital, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamil Nadu, 600077, India."
37741819,2,"Department of Computational Chemistry and Drug Discovery Division, Quanta Calculus, Greater Noida, Uttar Pradesh, India."
37741819,3,"Department of Computational Chemistry and Drug Discovery Division, Quanta Calculus, Greater Noida, Uttar Pradesh, India."
37741819,4,"Department of Chemistry, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India."
37741770,3,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea. Electronic address: vesicle100@naver.com."
37741757,0,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,1,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan. Electronic address: khirata0513@gmail.com."
37741757,2,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,3,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,4,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741757,5,"Departments of Neonatal Medicine, Osaka Women's and Children's Hospital, Izumi, Osaka, Japan."
37741762,0,"School of Clinical Medicine, Faculty of Medicine, UNSW Sydney, New South Wales, Australia; Respiratory Department, Sydney Children's Hospital Randwick, New South Wales, Australia; James P. Grant School of Public Health, BRAC University, Dhaka, Bangladesh."
37741762,1,"Faculty of Medicine and Health, The University of Sydney, Sydney, New South Wales, Australia; School of Population Health, UNSW Sydney, New South Wales, Australia."
37741762,2,"National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia."
37741762,3,"Faculty of Medicine and Health, The University of Sydney, Sydney, New South Wales, Australia; National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia."
37741762,4,"National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia; School of Population Health, UNSW Sydney, New South Wales, Australia. Electronic address: bette.liu@health.nsw.gov.au."
37741749,0,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy. Electronic address: fsmacaluso@gmail.com."
37741749,1,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Salerno, Italy."
37741749,2,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741749,3,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741749,4,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741749,5,"Gastroenterology & Hepatology Section, PROMISE, University of Palermo, Italy."
37741749,6,"Gastroenterology & Hepatology Section, PROMISE, University of Palermo, Italy."
37741749,7,"Gastroenterology Unit, ""Guzzardi"" Hospital, Vittoria, Italy."
37741749,8,"Gastroenterology Unit, ""Guzzardi"" Hospital, Vittoria, Italy."
37741749,9,"Gastroenterology and Endoscopy Unit, ""ARNAS Civico - Di Cristina - Benfratelli"" Hospital, Palermo, Italy."
37741749,10,"Gastroenterology and Endoscopy Unit, ""ARNAS Civico - Di Cristina - Benfratelli"" Hospital, Palermo, Italy."
37741749,11,"Gastroenterology Unit, ""Vittorio Emanuele"" Hospital, Catania, Italy."
37741749,12,"Gastroenterology and Endoscopy Unit, ""S. Elia- Raimondi"" Hospital, Caltanissetta, Italy."
37741749,13,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741749,14,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741749,15,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741749,16,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Salerno, Italy."
37741749,17,"Directorate General of Medical Device and Pharmaceutical Service, Italian Ministry of Health, Rome, Italy."
37741749,18,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741749,19,nan
37741761,0,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,1,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,2,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,3,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,4,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,5,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,6,"Department of Pediatrics, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,7,"Departments of Medicine and Surgery, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA."
37741761,8,"Department of Medicine, University of Chicago, Chicago, IL, 60637, USA. Electronic address: hongwei-wang@boneandcancer.org."
37741761,9,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA. Electronic address: dengy@hawaii.edu."
37741761,10,nan
37741747,0,"AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Service des Pathologies du Sommeil (Département R3S), F-75013 Paris, France; Dipartimento di Scienze Mediche e Sanità Pubblica, Università di Cagliari, 09134 Cagliari, Italy."
37741747,1,"AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Service des Explorations Fonctionnelles de la Respiration, de l'Exercice et de la Dyspnée (Département R3S), F-75013 Paris, France; Sorbonne Université, Inserm, UMRS 1158, F-75013 Paris, France."
37741747,2,"Service de pneumologie, Hôpital Universitaire Saint-Pierre, Université Libre de Bruxelles, Brussels, Belgium."
37741747,3,"Sorbonne Université, Inserm, UMRS 1158, F-75013 Paris, France; AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Département R3S, F-75013 Paris, France. Electronic address: thomas.similowski@upmc.fr."
37741764,0,"Department of Psychiatry (SD), Douglas Mental Health University Institute, McGill University, Montreal, Canada; McConnell Brain Imaging Centre, Montreal Neurological Institute, McGill University, Montreal, Canada. Electronic address: simon.ducharme@mcgill.ca."
37741764,1,"Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience (YP), Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands."
37741764,2,"Dementia Research Centre, Department of Neurodegenerative Disease (JDR), UCL Queen Square Institute of Neurology, London, UK."
37741764,3,"Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Department of Psychiatry (EH), Columbia University, New York, NY."
37741764,4,"London Health Sciences Centre Parkwood Institute (EF), London, ON, Canada."
37741764,5,"Alector, Inc. (NT), South San Francisco, CA."
37741752,0,"Department of Cardiac Surgery, Tehran Heart Center, Tehran University of Medical Sciences, Tehran, Iran; Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,1,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran. Electronic address: Jameie.mana@gmail.com."
37741752,2,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,3,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,4,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; School of Medicine, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
37741752,5,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,6,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; Department of Education and Health Promotion, School of Public Health, Iran University of Medical Sciences, Tehran, Iran."
37741752,7,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,8,"Department of Cardiac Surgery, Tehran Heart Center, Tehran University of Medical Sciences, Tehran, Iran; Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran."
37741752,9,"Tehran Heart Center, Cardiovascular Diseases Research Institute, Tehran University of Medical Sciences, Tehran, Iran; Cardiovascular Research Center, Shahid Beheshti University of Medical Sciences, Tehran, Iran. Electronic address: bagheri7a@gmail.com."
37596843,0,"Department of Gastroenterology and Hepatology, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,1,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,2,"Liver Center, Saga University Hospital, Saga, Japan."
37596843,3,"Department of Hepatology, Graduate School of Medicine, Osaka Metropolitan University, Osaka, Japan."
37596843,4,"Division of Gastroenterology and Hepatology, Yokohama City University Graduate School of Medicine, Yokohama, Japan."
37596843,5,"Department of Gastroenterology and Hepatology, Gifu Municipal Hospital, Gifu, Japan."
37596843,6,"Department of Gastroenterology, Ogaki Municipal Hospital, Ogaki, Japan."
37596843,7,"Liver Center, Saga University Hospital, Saga, Japan."
37596843,7,"Department of Laboratory Medicine, Saga University Hospital, Saga, Japan."
37596843,8,"Department of Gastroenterology, JA Hiroshima Kouseiren General Hospital, Hiroshima, Japan."
37596843,8,"Hyogo Life Care Clinic Hiroshima, Hiroshima, Japan."
37596843,9,"Department of General Internal Medicine 2, Kawasaki Medical Center, Kawasaki Medical School, Okayama, Japan."
37596843,10,"Department of Gastroenterology and Neurology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,11,"Department of Gastroenterology and Hepatology, Kochi Medical School, Kochi, Japan."
37596843,12,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,13,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,14,"Division of Metabolism and Biosystemic Science, Gastroenterology, and Hematology/Oncology, Asahikawa Medical University, Asahikawa, Japan."
37596843,15,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,16,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,17,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,18,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,19,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,20,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,21,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,22,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,23,"Division of Innovative Medicine for Hepatobiliary and Pancreatology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,24,"Department of Gastroenterology and Neurology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,25,"Department of Gastroenterology, Ogaki Municipal Hospital, Ogaki, Japan."
37596843,26,"Department of Gastroenterology and Hepatology, Gifu Municipal Hospital, Gifu, Japan."
37596843,27,"Division of Gastroenterology and Hepatology, Yokohama City University Graduate School of Medicine, Yokohama, Japan."
37596843,28,"Department of Cardiovascular Medicine and Hypertension, Kagoshima University Graduate School of Medical and Dental Sciences, Kagoshima, Japan."
37596843,29,"Department of Gastroenterology and Hepatology, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,30,"Department of Advanced Metabolic Hepatology, Osaka University Graduate School of Medicine, Osaka, Japan."
